,distrito,ano,quarter,precio
657,Ciudad Lineal,2016,2,11.118605020229301
658,Fuencarral,2016,2,10.6990092792695
659,Hortaleza,2016,2,11.0853804503991
660,Latina,2016,2,9.37146272022585
661,Moncloa,2016,2,12.8319024624526
662,Moratalaz,2016,2,9.25576284909197
663,Puente De Vallecas,2016,2,9.08118129866036
664,Retiro,2016,2,13.754420741397901
665,Salamanca,2016,2,15.579893139484401
666,San Blas,2016,2,9.700848759999321
667,Tetuan,2016,2,12.789973272914699
668,Usera,2016,2,9.420552127325571
669,Vicálvaro,2016,2,9.013545661748891
670,Villa De Vallecas,2016,2,9.05103162950543
671,Villaverde,2016,2,8.18347983494349
672,Arganzuela,2016,3,13.405683896115
673,Barajas,2016,3,10.9660461687553
674,Carabanchel,2016,3,9.66079838623608
675,Centro,2016,3,16.9096751593232
676,Chamartín,2016,3,14.2706296553719
677,Chamberí,2016,3,15.8800102376416
678,Ciudad Lineal,2016,3,11.5947897628373
679,Fuencarral,2016,3,11.3299755057005
680,Hortaleza,2016,3,11.6691660267729
681,Latina,2016,3,9.90097199367841
682,Moncloa,2016,3,13.8417356956761
683,Moratalaz,2016,3,9.84540414151086
684,Puente De Vallecas,2016,3,9.475045536191312
685,Retiro,2016,3,14.5771048634449
686,Salamanca,2016,3,16.1076402587202
687,San Blas,2016,3,10.0754945160857
688,Tetuan,2016,3,13.9251557875487
689,Usera,2016,3,9.75436692097902
690,Vicálvaro,2016,3,9.788274111797909
691,Villa De Vallecas,2016,3,9.11638701201319
692,Villaverde,2016,3,8.41611772112573
693,Arganzuela,2016,4,13.470217923839801
694,Barajas,2016,4,10.575034767425999
695,Carabanchel,2016,4,10.4333867412095
696,Centro,2016,4,17.6937301576477
697,Chamartín,2016,4,14.0895183818914
698,Chamberí,2016,4,17.3226466672662
699,Ciudad Lineal,2016,4,12.226214890118001
700,Fuencarral,2016,4,11.418752575873699
701,Hortaleza,2016,4,11.6048160686995
702,Latina,2016,4,10.410078529653198
703,Moncloa,2016,4,14.400397082467698
704,Moratalaz,2016,4,9.71802944682013
705,Puente De Vallecas,2016,4,10.216512446055301
706,Retiro,2016,4,14.2146918851919
707,Salamanca,2016,4,16.710864547992802
708,San Blas,2016,4,10.6190527393604
709,Tetuan,2016,4,14.991522691272301
710,Usera,2016,4,9.75368321243057
711,Vicálvaro,2016,4,9.10510665286665
712,Villa De Vallecas,2016,4,9.68407269137156
713,Villaverde,2016,4,8.922983421209619
714,Arganzuela,2017,1,14.130487974496601
715,Barajas,2017,1,11.5881628905248
716,Carabanchel,2017,1,10.6083624211259
717,Centro,2017,1,18.6058727971145
718,Chamartín,2017,1,15.0794295303143
719,Chamberí,2017,1,16.674729816235303
720,Ciudad Lineal,2017,1,12.1166410440692
721,Fuencarral,2017,1,11.5085081401018
722,Hortaleza,2017,1,11.8875512919782
723,Latina,2017,1,10.8993239662858
724,Moncloa,2017,1,15.094466027500902
725,Moratalaz,2017,1,10.229891491217
726,Puente De Vallecas,2017,1,10.155772005994
727,Retiro,2017,1,14.9074576930175
728,Salamanca,2017,1,17.343829573336002
729,San Blas,2017,1,10.7743314042504
730,Tetuan,2017,1,14.5287771250241
731,Usera,2017,1,9.83272769063173
732,Vicálvaro,2017,1,9.21045785105648
733,Villa De Vallecas,2017,1,9.6016104849714
734,Villaverde,2017,1,9.49456180469741
735,Arganzuela,2017,2,14.1461395293543
736,Barajas,2017,2,12.0411807397153
737,Carabanchel,2017,2,10.032634948405802
738,Centro,2017,2,17.902895772584102
739,Chamartín,2017,2,15.5226718705453
740,Chamberí,2017,2,16.4797442858324
741,Ciudad Lineal,2017,2,12.306637265751
742,Fuencarral,2017,2,11.583597149683001
743,Hortaleza,2017,2,11.923358386777801
744,Latina,2017,2,10.2417386950058
745,Moncloa,2017,2,14.0194284318785
746,Moratalaz,2017,2,10.153308339700802
747,Puente De Vallecas,2017,2,9.980469253271698
748,Retiro,2017,2,14.327925954898
749,Salamanca,2017,2,17.2948873602478
750,San Blas,2017,2,11.3285559913587
751,Tetuan,2017,2,14.1524545666617
752,Usera,2017,2,10.1416126740229
753,Vicálvaro,2017,2,9.94585677345515
754,Villa De Vallecas,2017,2,9.41362430371294
755,Villaverde,2017,2,9.53761452895584
756,Arganzuela,2017,3,14.6640945898677
757,Barajas,2017,3,11.583900343361199
758,Carabanchel,2017,3,10.747140446249
759,Centro,2017,3,18.4374071400782
760,Chamartín,2017,3,16.0170439904211
761,Chamberí,2017,3,17.023647020640098
762,Ciudad Lineal,2017,3,12.7328685606705
763,Fuencarral,2017,3,11.8841570385969
764,Hortaleza,2017,3,12.810477859440999
765,Latina,2017,3,10.818992658220699
766,Moncloa,2017,3,14.8299541257834
767,Moratalaz,2017,3,10.8271760742261
768,Puente De Vallecas,2017,3,10.6480662487741
769,Retiro,2017,3,14.9601838862943
770,Salamanca,2017,3,18.0084175940079
771,San Blas,2017,3,11.465288903958301
772,Tetuan,2017,3,14.949864502005699
773,Usera,2017,3,10.8177504772889
774,Vicálvaro,2017,3,10.0968005290435
775,Villa De Vallecas,2017,3,9.726398965625961
776,Villaverde,2017,3,9.980974501825381
777,Arganzuela,2017,4,14.623137768015198
778,Barajas,2017,4,12.2035807060496
779,Carabanchel,2017,4,11.4190769701916
780,Centro,2017,4,19.0193637374261
781,Chamartín,2017,4,15.9172848882107
782,Chamberí,2017,4,17.0782235059751
783,Ciudad Lineal,2017,4,12.8657996766486
784,Fuencarral,2017,4,12.0030015637339
785,Hortaleza,2017,4,13.139082633215402
786,Latina,2017,4,11.319280726789698
787,Moncloa,2017,4,14.804961551221002
788,Moratalaz,2017,4,10.9407775077774
789,Puente De Vallecas,2017,4,11.2865758864588
790,Retiro,2017,4,15.918052457869198
791,Salamanca,2017,4,18.4774395562228
792,San Blas,2017,4,11.363283025625
793,Tetuan,2017,4,15.3323262882527
794,Usera,2017,4,11.286560009130099
795,Vicálvaro,2017,4,9.677710528656501
796,Villa De Vallecas,2017,4,9.871865907297009
797,Villaverde,2017,4,10.2964146531795
798,Arganzuela,2018,1,14.851931620922699
799,Barajas,2018,1,12.7487701213915
800,Carabanchel,2018,1,11.657142572758401
801,Centro,2018,1,19.308606815183698
802,Chamartín,2018,1,16.2788212916294
803,Chamberí,2018,1,17.598352095731197
804,Ciudad Lineal,2018,1,13.0337129551821
805,Fuencarral,2018,1,12.043343800440303
806,Hortaleza,2018,1,13.262981955088401
807,Latina,2018,1,11.2326231994488
808,Moncloa,2018,1,14.525769110670801
809,Moratalaz,2018,1,10.9924737705548
810,Puente De Vallecas,2018,1,11.555795749681199
811,Retiro,2018,1,15.6535642632778
812,Salamanca,2018,1,18.676028377961302
813,San Blas,2018,1,11.5597418531391
814,Tetuan,2018,1,15.070235995348598
815,Usera,2018,1,11.338361244085
816,Vicálvaro,2018,1,10.106830515556199
817,Villa De Vallecas,2018,1,10.367151557432999
818,Villaverde,2018,1,10.2306378473688
819,Arganzuela,2018,2,14.5960795344618
820,Barajas,2018,2,12.3488240953199
821,Carabanchel,2018,2,11.613533068893599
822,Centro,2018,2,18.8126388943286
823,Chamartín,2018,2,16.6065058351281
824,Chamberí,2018,2,17.7497685149743
825,Ciudad Lineal,2018,2,13.0612300540625
826,Fuencarral,2018,2,12.120646625819099
827,Hortaleza,2018,2,13.429744919631698
828,Latina,2018,2,11.479018712363601
829,Moncloa,2018,2,15.1891763368615
830,Moratalaz,2018,2,10.769478278323
831,Puente De Vallecas,2018,2,11.875100160387099
832,Retiro,2018,2,15.7678607071339
833,Salamanca,2018,2,19.089243028675302
834,San Blas,2018,2,11.808423798401199
835,Tetuan,2018,2,15.1145580123034
836,Usera,2018,2,11.5334578025335
837,Vicálvaro,2018,2,9.962139364586891
838,Villa De Vallecas,2018,2,10.915967237532001
839,Villaverde,2018,2,10.427526649093
